Ref1	Ref2	Test1	Test2	Asc_min	Asc_max	Nr_sites	f	std	Z
FIN	IBS	ELY005	6DT21	7	192	58381	7.37158303215088e-05	0.00019392539635663	0.380124685608196
FIN	IBS	ELY005	6DT21	8	191	57647	7.66458173018548e-05	0.000196323664215265	0.390405393095223
FIN	IBS	ELY005	6DT21	9	190	56915	6.91878850918032e-05	0.000199109284011125	0.347486986533171
FIN	IBS	ELY005	6DT21	10	189	56199	6.3588684496165e-05	0.000203205661962768	0.312927720034769
FIN	IBS	ELY005	6DT21	11	188	55391	6.93683197631381e-05	0.00020573332174552	0.337175908961129
FIN	IBS	ELY005	6DT21	12	187	54688	6.67282365418372e-05	0.000208543191211155	0.319973220675774
FIN	IBS	ELY005	6DT21	13	186	53938	6.92904575623867e-05	0.000211810376390777	0.327134386629624
FIN	IBS	ELY005	6DT21	14	185	53138	7.7688029282246e-05	0.00021453464250839	0.362123470474974
FIN	IBS	ELY005	6DT21	15	184	52332	8.60256458763277e-05	0.000218348535632318	0.393983159205556
FIN	IBS	ELY005	6DT21	16	183	51568	7.62378606887992e-05	0.000221507074735523	0.344177994223554
FIN	IBS	ELY005	6DT21	17	182	50776	6.70739443831736e-05	0.000224352707883041	0.298966502415208
FIN	IBS	ELY005	6DT21	18	181	50040	6.85489448441243e-05	0.000231792958679159	0.295733508190849
FIN	IBS	ELY005	6DT21	19	180	49317	7.21023906563658e-05	0.000233791935944864	0.308404095996579
FIN	IBS	ELY005	6DT22	0	199	58191	0.000783902879826778	0.000217868729082293	3.59805137308476
FIN	IBS	ELY005	6DT22	1	198	57945	0.000787230865130728	0.000218776781548298	3.59832912596777
FIN	IBS	ELY005	6DT22	2	197	57459	0.000794297539114847	0.000220640190566543	3.59996760823724
FIN	IBS	ELY005	6DT22	3	196	56928	0.000801079043704328	0.000222762514364526	3.59611241590429
FIN	IBS	ELY005	6DT22	4	195	56264	0.000812241984750462	0.000226178528423877	3.59115425505048
FIN	IBS	ELY005	6DT22	5	194	55687	0.000820913391814967	0.000229014464678093	3.58454822043166
FIN	IBS	ELY005	6DT22	6	193	55071	0.000827486997875471	0.000232048329800172	3.56601143644542
FIN	IBS	ELY005	6DT22	7	192	54386	0.0008374510653477	0.000234763652847474	3.5672092131391
FIN	IBS	ELY005	6DT22	8	191	53715	0.000845545109932048	0.000237957592198927	3.5533436950614
FIN	IBS	ELY005	6DT22	9	190	53023	0.000855333170888105	0.000242234287317894	3.5310161098937
FIN	IBS	ELY005	6DT22	10	189	52341	0.000868318236373015	0.000244933432995829	3.54511928303313
FIN	IBS	ELY005	6DT22	11	188	51629	0.000878622086617987	0.000249854340516744	3.51653721444598
FIN	IBS	ELY005	6DT22	12	187	50958	0.000882109388319792	0.000253112611200054	3.48504716591381
FIN	IBS	ELY005	6DT22	13	186	50194	0.000906767330158984	0.000256379022744492	3.53682341266536
FIN	IBS	ELY005	6DT22	14	185	49442	0.000920033127098418	0.000261867939708639	3.51334771305747
FIN	IBS	ELY005	6DT22	15	184	48699	0.000925782789585002	0.000263168258605992	3.51783605853113
FIN	IBS	ELY005	6DT22	16	183	47966	0.000956160826418714	0.00026511782448855	3.60655051490138
FIN	IBS	ELY005	6DT22	17	182	47235	0.000969943863660421	0.000271476951304959	3.57284056343646
FIN	IBS	ELY005	6DT22	18	181	46491	0.000991174614441506	0.000278093549953493	3.56417692753846
FIN	IBS	ELY005	6DT22	19	180	45773	0.000996443276604112	0.000279942183816946	3.55946096803933
FIN	IBS	ELY005	6DT23	0	199	16940	0.000609087848878394	0.000382472375861589	1.59250154342862
FIN	IBS	ELY005	6DT23	1	198	16858	0.000612050549294104	0.000384240420000459	1.59288434385266
FIN	IBS	ELY005	6DT23	2	197	16732	0.0006166595840306	0.000386654119505691	1.59486102157389
FIN	IBS	ELY005	6DT23	3	196	16568	0.000624090185900531	0.000389919288460847	1.60056248657008
FIN	IBS	ELY005	6DT23	4	195	16397	0.000625051718607062	0.000395128891929477	1.58189322870023
